"dog_id","Sample_Year","DAP_Sample_ID","krt_cp_total_protein_value","krt_cp_total_protein_modifier","krt_cp_albumin_value","krt_cp_albumin_modifier","krt_cp_globulins_value","krt_cp_globulins_modifier","krt_cp_alb_glob_ratio_value","krt_cp_alb_glob_ratio_modifier","krt_cp_calcium_value","krt_cp_calcium_modifier","krt_cp_phosphorus_value","krt_cp_phosphorus_modifier","krt_cp_magnesium_value","krt_cp_magnesium_modifier","krt_cp_glucose_value","krt_cp_glucose_modifier","krt_cp_bun_value","krt_cp_bun_modifier","krt_cp_creatinine_value","krt_cp_creatinine_modifier","krt_cp_bilirubin_total_value","krt_cp_bilirubin_total_modifier","krt_cp_alkp_value","krt_cp_alkp_modifier","krt_cp_alt_value","krt_cp_alt_modifier","krt_cp_ggt_value","krt_cp_ggt_modifier","krt_cp_amylase_value","krt_cp_amylase_modifier","krt_cp_triglycerides_value","krt_cp_triglycerides_modifier","krt_cp_cholesterol_value","krt_cp_cholesterol_modifier","krt_cp_sodium_value","krt_cp_sodium_modifier","krt_cp_potassium_value","krt_cp_potassium_modifier","krt_cp_chloride_value","krt_cp_chloride_modifier","krt_cp_sp_ratio_value","krt_cp_sp_ratio_modifier","krt_cp_test_comments"
82738,"precision_1","82738-precision_1-ChemPanel",6.7,NA,3.2,NA,3.5,NA,0.9,NA,10.3,NA,3.7,NA,2,NA,88,NA,18,NA,1.5,NA,0.2,NA,21,NA,33,NA,3,NA,524,NA,68,NA,339,NA,146,NA,4.7,NA,113,NA,31.1,NA,NA
82738,"precision_2","82738-precision_2-ChemPanel",6.6,NA,3.2,NA,3.4,NA,0.9,NA,10.4,NA,3.7,NA,1.9,NA,94,NA,18,NA,1.4,NA,0.2,NA,15,NA,27,NA,4,NA,472,NA,66,NA,320,NA,146,NA,4.8,NA,115,NA,30.4,NA,NA
82836,"precision_1","82836-precision_1-ChemPanel",6.5,NA,3.7,NA,2.8,NA,1.3,NA,10.5,NA,4.2,NA,2.2,NA,91,NA,16,NA,1.2,NA,0.4,NA,30,NA,35,NA,3,"<",438,NA,64,NA,273,NA,146,NA,4.3,NA,111,NA,34,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
82836,"precision_2","82836-precision_2-ChemPanel",6.2,NA,3.6,NA,2.6,NA,1.4,NA,10.2,NA,4,NA,1.9,NA,105,NA,25,NA,1.3,NA,0.2,NA,23,NA,33,NA,3,"<",389,NA,119,NA,233,NA,148,NA,4.1,NA,114,NA,36.1,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
82951,"precision_1","82951-precision_1-ChemPanel",6.6,NA,3.5,NA,3.1,NA,1.1,NA,9.7,NA,2.4,NA,1.7,NA,92,NA,23,NA,0.9,NA,0.2,NA,49,NA,43,NA,4,NA,329,NA,87,NA,204,NA,148,NA,4.4,NA,114,NA,33.6,NA,NA
82951,"precision_2","82951-precision_2-ChemPanel",6.8,NA,3.7,NA,3.1,NA,1.2,NA,9.7,NA,1.6,NA,1.8,NA,100,NA,21,NA,0.78,NA,0.1,NA,40,NA,36,NA,4,NA,293,NA,84,NA,178,NA,148,NA,4.3,NA,114,NA,34.4,NA,NA
83095,"precision_1","83095-precision_1-ChemPanel",4.9,NA,2.5,NA,2.4,NA,1,NA,9,NA,3.2,NA,2,NA,108,NA,17,NA,1.3,NA,0.1,NA,24,NA,19,NA,3,"<",465,NA,153,NA,211,NA,146,NA,4.7,NA,112,NA,31.1,NA,NA
83123,"precision_1","83123-precision_1-ChemPanel",6.4,NA,3.5,NA,2.9,NA,1.2,NA,10.3,NA,4.6,NA,1.6,NA,92,NA,14,NA,1,NA,0.2,NA,15,NA,20,NA,3,NA,377,NA,72,NA,219,NA,147,NA,4.6,NA,112,NA,32,NA,NA
83123,"precision_2","83123-precision_2-ChemPanel",6.6,NA,3.6,NA,3,NA,1.2,NA,10.3,NA,4.9,NA,1.7,NA,92,NA,15,NA,1.04,NA,0.2,NA,16,NA,22,NA,4,NA,371,NA,95,NA,203,NA,148,NA,5,NA,114,NA,29.6,NA,NA
83318,"precision_1","83318-precision_1-ChemPanel",5.9,NA,3,NA,2.9,NA,1,NA,9.4,NA,3.4,NA,1.8,NA,65,NA,18,NA,1.3,NA,0.2,NA,25,NA,32,NA,4,NA,487,NA,32,NA,207,NA,148,NA,4.2,NA,117,NA,35.2,NA,NA
83383,"precision_2","83383-precision_2-ChemPanel",6.4,NA,3.6,NA,2.8,NA,1.3,NA,10.6,NA,3.5,NA,1.5,NA,97,NA,16,NA,0.77,NA,0.2,NA,48,NA,36,NA,6,NA,420,NA,101,NA,233,NA,146,NA,4.7,NA,110,NA,31.1,NA,NA
83434,"precision_1","83434-precision_1-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,9.9,NA,1.6,NA,1.6,NA,111,NA,15,NA,1.2,NA,0.2,NA,36,NA,49,NA,3,NA,455,NA,39,NA,200,NA,146,NA,4.1,NA,115,NA,35.6,NA,NA
83434,"precision_2","83434-precision_2-ChemPanel",6,NA,3.1,NA,2.9,NA,1.1,NA,9.6,NA,2.6,NA,1.8,NA,108,NA,16,NA,1.11,NA,0.2,NA,23,NA,70,NA,3,NA,412,NA,35,NA,190,NA,148,NA,4.2,NA,113,NA,35.2,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
83531,"precision_1","83531-precision_1-ChemPanel",6,NA,3.1,NA,2.9,NA,1.1,NA,9.9,NA,4.6,NA,1.8,NA,105,NA,20,NA,0.6,NA,0.1,NA,62,NA,38,NA,3,"<",914,NA,210,NA,204,NA,147,NA,4.7,NA,113,NA,31.3,NA,NA
83554,"precision_1","83554-precision_1-ChemPanel",6.1,NA,3.5,NA,2.6,NA,1.3,NA,9.8,NA,4.7,NA,2.1,NA,96,NA,12,NA,0.8,NA,0.2,NA,35,NA,33,NA,4,NA,297,NA,48,NA,236,NA,148,NA,4.1,NA,114,NA,36.1,NA,"clot"
83554,"precision_2","83554-precision_2-ChemPanel",6.1,NA,3.6,NA,2.5,NA,1.4,NA,10.4,NA,4.5,NA,1.8,NA,102,NA,14,NA,0.9,NA,0.2,NA,25,NA,38,NA,4,NA,526,NA,38,NA,223,NA,148,NA,4,NA,114,NA,37,NA,NA
83734,"precision_1","83734-precision_1-ChemPanel",6.5,NA,3.4,NA,3.1,NA,1.1,NA,10.2,NA,5,NA,2,NA,92,NA,15,NA,0.9,NA,0.3,NA,103,NA,17,NA,3,"<",380,NA,54,NA,267,NA,148,NA,4.7,NA,114,NA,31.5,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
83734,"precision_2","83734-precision_2-ChemPanel",5.8,NA,3.2,NA,2.6,NA,1.2,NA,10,NA,4.5,NA,1.5,NA,104,NA,21,NA,1.2,NA,0.2,NA,98,NA,23,NA,3,NA,382,NA,56,NA,168,NA,149,NA,4.5,NA,115,NA,33.1,NA,NA
83855,"precision_1","83855-precision_1-ChemPanel",6.1,NA,3.3,NA,2.8,NA,1.2,NA,9.9,NA,3.8,NA,1.9,NA,103,NA,16,NA,0.7,NA,0.2,NA,11,NA,38,NA,4,NA,509,NA,46,NA,205,NA,147,NA,4.3,NA,115,NA,34.2,NA,NA
83855,"precision_2","83855-precision_2-ChemPanel",6.3,NA,3.5,NA,2.8,NA,1.3,NA,10,NA,4.3,NA,1.7,NA,111,NA,18,NA,0.7,NA,0.2,NA,9,NA,36,NA,4,NA,360,NA,41,NA,202,NA,147,NA,4.5,NA,112,NA,32.7,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
83894,"precision_1","83894-precision_1-ChemPanel",6,NA,3.7,NA,2.3,NA,1.6,NA,10.1,NA,4.7,NA,2.2,NA,94,NA,18,NA,0.7,NA,0.1,NA,27,NA,39,NA,6,NA,239,NA,100,NA,330,NA,145,NA,4.5,NA,114,NA,32.2,NA,NA
83894,"precision_2","83894-precision_2-ChemPanel",7.2,NA,3.8,NA,3.4,NA,1.1,NA,10.4,NA,4.3,NA,1.9,NA,83,NA,19,NA,0.62,NA,0.2,NA,36,NA,45,NA,5,NA,256,NA,108,NA,322,NA,145,NA,4.7,NA,111,NA,30.9,NA,NA
83922,"precision_1","83922-precision_1-ChemPanel",6.1,NA,3.5,NA,2.6,NA,1.3,NA,10.1,NA,3.8,NA,1.7,NA,103,NA,18,NA,0.9,NA,0.2,NA,42,NA,59,NA,6,NA,346,NA,43,NA,197,NA,150,NA,4.2,NA,113,NA,35.7,NA,NA
83922,"precision_2","83922-precision_2-ChemPanel",6.3,NA,3.7,NA,2.6,NA,1.4,NA,10.1,NA,3.1,NA,1.7,NA,108,NA,14,NA,0.92,NA,0.2,NA,46,NA,67,NA,5,NA,383,NA,55,NA,213,NA,149,NA,4.3,NA,113,NA,34.7,NA,NA
84002,"precision_1","84002-precision_1-ChemPanel",6.2,NA,3.7,NA,2.5,NA,1.5,NA,10.3,NA,2.7,NA,1.7,NA,94,NA,15,NA,0.9,NA,0.2,NA,17,NA,24,NA,3,"<",465,NA,41,NA,247,NA,150,NA,4.1,NA,114,NA,36.6,NA,NA
84002,"precision_2","84002-precision_2-ChemPanel",6.1,NA,3.7,NA,2.4,NA,1.5,NA,10.5,NA,3.5,NA,1.7,NA,99,NA,15,NA,0.83,NA,0.2,NA,13,NA,18,NA,3,NA,398,NA,56,NA,253,NA,147,NA,4.3,NA,116,NA,34.2,NA,NA
84008,"precision_1","84008-precision_1-ChemPanel",5.8,NA,3,NA,2.8,NA,1.1,NA,9.6,NA,3.9,NA,1.7,NA,90,NA,20,NA,1.1,NA,0.2,NA,93,NA,29,NA,3,NA,473,NA,51,NA,299,NA,146,NA,4.2,NA,115,NA,34.8,NA,NA
84008,"precision_2","84008-precision_2-ChemPanel",5.7,NA,3.2,NA,2.5,NA,1.3,NA,9.6,NA,5.1,NA,1.9,NA,84,NA,23,NA,1.16,NA,0.2,NA,64,NA,27,NA,4,NA,481,NA,75,NA,279,NA,147,NA,4.6,NA,116,NA,32,NA,NA
84059,"precision_1","84059-precision_1-ChemPanel",6.5,NA,3.4,NA,3.1,NA,1.1,NA,9.8,NA,2.4,NA,1.4,NA,98,NA,15,NA,1.2,NA,0.4,NA,34,NA,47,NA,3,NA,289,NA,58,NA,208,NA,147,NA,3.9,NA,114,NA,37.7,NA,NA
84235,"precision_1","84235-precision_1-ChemPanel",6.3,NA,3.7,NA,2.6,NA,1.4,NA,10.4,NA,4.5,NA,2,NA,10,"<",19,NA,0.9,NA,0.2,NA,38,NA,33,NA,3,"<",287,NA,50,NA,304,NA,148,NA,5.5,NA,110,NA,26.9,NA,"Glucose result verified by repeat analysis. Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history."
84269,"precision_1","84269-precision_1-ChemPanel",6.7,NA,3.4,NA,3.3,NA,1,NA,9.1,NA,2.6,NA,1.5,NA,98,NA,11,NA,0.8,NA,0.3,NA,25,NA,40,NA,3,"<",910,NA,45,NA,143,NA,147,NA,4.7,NA,113,NA,31.3,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
84269,"precision_2","84269-precision_2-ChemPanel",6.9,NA,3.4,NA,3.5,NA,1,NA,10.2,NA,2.3,NA,1.5,NA,121,NA,8,NA,1.01,NA,0.3,NA,24,NA,32,NA,4,NA,832,NA,47,NA,134,NA,147,NA,4.3,NA,117,NA,34.2,NA,NA
84325,"precision_1","84325-precision_1-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,9.6,NA,3.1,NA,2.4,NA,97,NA,23,NA,1.9,NA,0.3,NA,61,NA,31,NA,3,NA,719,NA,42,NA,306,NA,147,NA,4.4,NA,117,NA,33.4,NA,NA
84325,"precision_2","84325-precision_2-ChemPanel",5.9,NA,3.2,NA,2.7,NA,1.2,NA,9.8,NA,3.6,NA,2.1,NA,80,NA,35,NA,1.7,NA,0.2,NA,84,NA,36,NA,3,NA,1212,NA,55,NA,299,NA,146,NA,4.3,NA,117,NA,34,NA,"Verified chloride by repeat analysis. "
84391,"precision_1","84391-precision_1-ChemPanel",5.4,NA,3,NA,2.4,NA,1.3,NA,9.5,NA,3.9,NA,1.7,NA,92,NA,20,NA,1.2,NA,0.2,NA,19,NA,50,NA,3,NA,508,NA,37,NA,237,NA,148,NA,4.6,NA,118,NA,32.2,NA,NA
84391,"precision_2","84391-precision_2-ChemPanel",6.1,NA,3.3,NA,2.8,NA,1.2,NA,9.8,NA,3.5,NA,1.9,NA,91,NA,19,NA,1.19,NA,0.4,NA,18,NA,43,NA,3,"<",676,NA,37,NA,225,NA,150,NA,4.3,NA,115,NA,34.9,NA,"4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
84457,"precision_1","84457-precision_1-ChemPanel",5.7,NA,3,NA,2.7,NA,1.1,NA,9.7,NA,3.4,NA,1.7,NA,86,NA,21,NA,1.57,NA,0.3,NA,65,NA,24,NA,5,NA,744,NA,40,NA,253,NA,147,NA,4.3,NA,114,NA,34.2,NA,NA
84533,"precision_1","84533-precision_1-ChemPanel",5.6,NA,2.9,NA,2.7,NA,1.1,NA,10.2,NA,5.3,NA,1.7,NA,91,NA,20,NA,1,NA,0.2,NA,20,NA,20,NA,3,NA,491,NA,37,NA,245,NA,147,NA,4.7,NA,116,NA,31.3,NA,NA
84533,"precision_2","84533-precision_2-ChemPanel",5.6,NA,3,NA,2.6,NA,1.2,NA,9.5,NA,3.4,NA,1.6,NA,103,NA,14,NA,0.99,NA,0.2,NA,26,NA,26,NA,3,NA,485,NA,49,NA,233,NA,146,NA,4,NA,115,NA,36.5,NA,NA
84841,"precision_1","84841-precision_1-ChemPanel",5.9,NA,3.1,NA,2.8,NA,1.1,NA,10.2,NA,3.3,NA,1.7,NA,96,NA,13,NA,1,NA,0.2,NA,24,NA,32,NA,4,NA,473,NA,51,NA,281,NA,146,NA,4.7,NA,115,NA,31.1,NA,NA
84841,"precision_2","84841-precision_2-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,10.1,NA,2.9,NA,1.5,NA,90,NA,12,NA,1.1,NA,0.2,NA,34,NA,25,NA,4,NA,639,NA,64,NA,251,NA,147,NA,4.5,NA,115,NA,32.7,NA,NA
84950,"precision_1","84950-precision_1-ChemPanel",6.3,NA,3.3,NA,3,NA,1.1,NA,10.8,NA,3.4,NA,2,NA,41,NA,18,NA,0.7,NA,0.2,NA,47,NA,29,NA,6,NA,476,NA,45,NA,273,NA,146,NA,5.2,NA,112,NA,28.1,NA,NA
84950,"precision_2","84950-precision_2-ChemPanel",5.9,NA,3,NA,2.9,NA,1,NA,10,NA,4,NA,1.5,NA,104,NA,7,NA,0.6,NA,0.1,NA,43,NA,33,NA,4,NA,371,NA,70,NA,210,NA,143,NA,4.7,NA,111,NA,30.4,NA,NA
85009,"precision_1","85009-precision_1-ChemPanel",7.1,NA,3.3,NA,3.8,NA,0.9,NA,10.3,NA,3.5,NA,1.9,NA,108,NA,19,NA,0.83,NA,0.2,NA,1942,NA,51,NA,3,"<",609,NA,126,NA,247,NA,147,NA,4.6,NA,114,NA,32,NA,"ALKP result verified by repeat analysis. "
85057,"precision_1","85057-precision_1-ChemPanel",6,NA,3,NA,3,NA,1,NA,9.9,NA,3.6,NA,1.6,NA,89,NA,19,NA,1.1,NA,0.2,NA,11,NA,51,NA,3,NA,470,NA,78,NA,221,NA,148,NA,4,NA,116,NA,37,NA,NA
85057,"precision_2","85057-precision_2-ChemPanel",5.4,NA,2.6,NA,2.8,NA,0.9,NA,9.4,NA,3.7,NA,1.6,NA,89,NA,18,NA,1.35,NA,0.2,NA,10,NA,37,NA,3,NA,617,NA,63,NA,236,NA,147,NA,4.3,NA,118,NA,34.2,NA,NA
85064,"precision_1","85064-precision_1-ChemPanel",5.4,NA,3,NA,2.4,NA,1.3,NA,9.6,NA,3,NA,1.6,NA,93,NA,14,NA,1.3,NA,0.3,NA,16,NA,30,NA,3,"<",361,NA,37,NA,215,NA,147,NA,4.1,NA,116,NA,35.9,NA,NA
85082,"precision_1","85082-precision_1-ChemPanel",6.2,NA,3.5,NA,2.7,NA,1.3,NA,10.3,NA,2.3,NA,1.7,NA,120,NA,20,NA,1.3,NA,0.3,NA,30,NA,34,NA,3,"<",357,NA,49,NA,306,NA,147,NA,4.1,NA,114,NA,35.9,NA,NA
85082,"precision_2","85082-precision_2-ChemPanel",6.6,NA,3.7,NA,2.9,NA,1.3,NA,10.8,NA,2.7,NA,1.7,NA,117,NA,19,NA,1.26,NA,0.3,NA,54,NA,38,NA,3,"<",365,NA,54,NA,372,NA,147,NA,3.9,NA,112,NA,37.7,NA,NA
85199,"precision_1","85199-precision_1-ChemPanel",6.1,NA,3.2,NA,2.9,NA,1.1,NA,10.1,NA,3.1,NA,1.7,NA,81,NA,12,NA,1.1,NA,0.2,NA,40,NA,24,NA,3,"<",455,NA,277,NA,316,NA,147,NA,4.7,NA,114,NA,31.3,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
85199,"precision_2","85199-precision_2-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,10.6,NA,3.9,NA,1.6,NA,94,NA,14,NA,1.05,NA,0.2,NA,36,NA,23,NA,3,"<",474,NA,585,NA,296,NA,147,NA,4.4,NA,110,NA,33.4,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results.2+ lipemia is reported and can mildly decrease electrolyte values."
85251,"precision_1","85251-precision_1-ChemPanel",6,NA,3,NA,3,NA,1,NA,10.4,NA,4.3,NA,1.6,NA,94,NA,29,NA,2,NA,0.2,NA,29,NA,26,NA,3,NA,924,NA,52,NA,345,NA,146,NA,4.4,NA,114,NA,33.2,NA,NA
85251,"precision_2","85251-precision_2-ChemPanel",6.1,NA,3.2,NA,2.9,NA,1.1,NA,10.5,NA,3.6,NA,1.6,NA,86,NA,39,NA,1.73,NA,0.3,NA,17,NA,34,NA,3,"<",1084,NA,66,NA,362,NA,147,NA,4.2,NA,114,NA,35,NA,NA
85296,"precision_1","85296-precision_1-ChemPanel",6.2,NA,3.4,NA,2.8,NA,1.2,NA,10.2,NA,4.5,NA,2,NA,84,NA,10,NA,0.8,NA,0.3,NA,10,NA,32,NA,3,"<",427,NA,56,NA,413,NA,144,NA,4.4,NA,109,NA,32.7,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
85296,"precision_2","85296-precision_2-ChemPanel",6.1,NA,3.2,NA,2.9,NA,1.1,NA,9.8,NA,3.7,NA,1.9,NA,92,NA,8,NA,0.84,NA,0.2,NA,16,NA,32,NA,3,"<",427,NA,51,NA,362,NA,144,NA,4.4,NA,111,NA,32.7,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
85388,"precision_1","85388-precision_1-ChemPanel",6.3,NA,3.5,NA,2.8,NA,1.3,NA,10,NA,3.7,NA,1.8,NA,105,NA,12,NA,0.95,NA,0.2,NA,22,NA,47,NA,3,NA,344,NA,54,NA,275,NA,148,NA,4.5,NA,115,NA,32.9,NA,NA
85432,"precision_1","85432-precision_1-ChemPanel",6.3,NA,3.3,NA,3,NA,1.1,NA,10.2,NA,3.4,NA,2,NA,131,NA,22,NA,1.2,NA,0.1,NA,19,NA,29,NA,3,NA,465,NA,35,NA,217,NA,147,NA,4.6,NA,113,NA,32,NA,NA
85432,"precision_2","85432-precision_2-ChemPanel",5.5,NA,2.5,NA,3,NA,0.8,NA,9.3,NA,5.3,NA,1.6,NA,173,NA,19,NA,0.99,NA,0.1,NA,41,NA,32,NA,3,NA,450,NA,56,NA,251,NA,144,NA,4.9,NA,112,NA,29.4,NA,NA
85457,"precision_1","85457-precision_1-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,10.8,NA,4.7,NA,1.9,NA,109,NA,78,NA,2.37,NA,0.2,NA,34,NA,43,NA,3,"<",836,NA,39,NA,174,NA,142,NA,4.8,NA,98,NA,29.6,NA,"Electrolytes verified by repeat analysis.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
85504,"precision_1","85504-precision_1-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,9.7,NA,3.9,NA,2,NA,85,NA,15,NA,1,NA,0.2,NA,18,NA,25,NA,3,NA,386,NA,108,NA,199,NA,149,NA,4.3,NA,119,NA,34.7,NA,NA
85517,"precision_1","85517-precision_1-ChemPanel",7,NA,3.5,NA,3.5,NA,1,NA,10.1,NA,3,NA,2,NA,119,NA,19,NA,1.1,NA,0.2,NA,16,NA,30,NA,3,"<",524,NA,70,NA,248,NA,148,NA,4.4,NA,114,NA,33.6,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
85517,"precision_2","85517-precision_2-ChemPanel",7.3,NA,3.6,NA,3.7,NA,1,NA,10.1,NA,3.4,NA,2.1,NA,101,NA,20,NA,1.04,NA,0.2,NA,14,NA,33,NA,3,NA,465,NA,88,NA,236,NA,148,NA,4.7,NA,114,NA,31.5,NA,NA
85564,"precision_1","85564-precision_1-ChemPanel",5.6,NA,3,NA,2.6,NA,1.2,NA,9.9,NA,3.4,NA,1.6,NA,106,NA,19,NA,0.7,NA,0.1,NA,25,NA,45,NA,5,NA,373,NA,45,NA,171,NA,145,NA,4.5,NA,114,NA,32.2,NA,NA
85564,"precision_2","85564-precision_2-ChemPanel",6.2,NA,3.1,NA,3.1,NA,1,NA,10.3,NA,3.6,NA,1.7,NA,115,NA,20,NA,0.86,NA,0.2,NA,18,NA,41,NA,4,NA,374,NA,71,NA,216,NA,146,NA,4.5,NA,113,NA,32.4,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
85576,"precision_1","85576-precision_1-ChemPanel",6.5,NA,3,NA,3.5,NA,0.9,NA,9.9,NA,3.7,NA,1.9,NA,91,NA,14,NA,1.1,NA,0.2,NA,33,NA,28,NA,4,NA,429,NA,102,NA,232,NA,146,NA,4.5,NA,112,NA,32.4,NA,NA
85576,"precision_2","85576-precision_2-ChemPanel",6.6,NA,3.3,NA,3.3,NA,1,NA,10.1,NA,3.6,NA,1.9,NA,97,NA,13,NA,1.11,NA,0.2,NA,38,NA,71,NA,9,NA,493,NA,165,NA,274,NA,147,NA,4.5,NA,113,NA,32.7,NA,"Serum respun and put into new tube to verify GGT. Result was 9 both times"
85665,"precision_1","85665-precision_1-ChemPanel",5.4,NA,3.2,NA,2.2,NA,1.5,NA,9.5,NA,4,NA,2,NA,105,NA,10,NA,0.7,NA,0.2,NA,74,NA,27,NA,3,"<",573,NA,101,NA,271,NA,148,NA,4.6,NA,112,NA,32.2,NA,NA
85665,"precision_2","85665-precision_2-ChemPanel",6.1,NA,3,NA,3.1,NA,1,NA,9.9,NA,3.8,NA,1.6,NA,96,NA,11,NA,0.67,NA,0.2,NA,66,NA,35,NA,3,"<",489,NA,111,NA,318,NA,149,NA,4.5,NA,111,NA,33.1,NA,NA
85756,"precision_1","85756-precision_1-ChemPanel",5.7,NA,3.1,NA,2.6,NA,1.2,NA,9.5,NA,3.5,NA,1.9,NA,92,NA,13,NA,0.8,NA,0.2,NA,23,NA,38,NA,3,"<",557,NA,64,NA,203,NA,147,NA,4.2,NA,115,NA,35,NA,NA
85756,"precision_2","85756-precision_2-ChemPanel",6.1,NA,3.2,NA,2.9,NA,1.1,NA,9.7,NA,3.8,NA,1.7,NA,97,NA,14,NA,0.9,NA,0.2,NA,26,NA,50,NA,3,"<",520,NA,71,NA,262,NA,148,NA,4.2,NA,114,NA,35.2,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
85798,"precision_1","85798-precision_1-ChemPanel",6.5,NA,3,NA,3.5,NA,0.9,NA,9.6,NA,3.5,NA,1.8,NA,82,NA,18,NA,1,NA,0.2,NA,48,NA,116,NA,3,"<",433,NA,40,NA,238,NA,146,NA,4.3,NA,116,NA,34,NA,NA
85798,"precision_2","85798-precision_2-ChemPanel",6.9,NA,2.9,NA,4,NA,0.7,NA,9.5,NA,2.8,NA,1.6,NA,92,NA,18,NA,1.01,NA,0.2,NA,50,NA,93,NA,3,NA,409,NA,64,NA,256,NA,146,NA,4.2,NA,115,NA,34.8,NA,NA
85878,"precision_1","85878-precision_1-ChemPanel",6,NA,3.3,NA,2.7,NA,1.2,NA,9.6,NA,2.9,NA,1.9,NA,97,NA,14,NA,0.7,NA,0.2,NA,75,NA,46,NA,3,"<",1058,NA,56,NA,249,NA,146,NA,4,NA,113,NA,36.5,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
85878,"precision_2","85878-precision_2-ChemPanel",5.5,NA,2.9,NA,2.6,NA,1.1,NA,9.4,NA,2.8,NA,1.6,NA,101,NA,12,NA,0.67,NA,0.2,NA,65,NA,33,NA,3,"<",391,NA,40,NA,282,NA,145,NA,4.1,NA,110,NA,35.4,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
86415,"precision_1","86415-precision_1-ChemPanel",5.9,NA,3.4,NA,2.5,NA,1.4,NA,8.9,NA,3.6,NA,1.7,NA,34,NA,17,NA,1.1,NA,0.2,NA,21,NA,55,NA,3,"<",370,NA,39,NA,223,NA,146,NA,4.8,NA,110,NA,30.4,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results.Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history."
86415,"precision_2","86415-precision_2-ChemPanel",6.1,NA,3.4,NA,2.7,NA,1.3,NA,9.4,NA,3.7,NA,1.8,NA,20,NA,19,NA,1.06,NA,0.2,NA,25,NA,40,NA,5,NA,361,NA,40,NA,242,NA,148,NA,4.6,NA,111,NA,32.2,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
86416,"precision_1","86416-precision_1-ChemPanel",5.4,NA,3,NA,2.4,NA,1.3,NA,9.6,NA,4.1,NA,1.7,NA,80,NA,20,NA,0.6,NA,0.2,NA,28,NA,31,NA,4,NA,286,NA,48,NA,208,NA,147,NA,4.4,NA,113,NA,33.4,NA,NA
86416,"precision_2","86416-precision_2-ChemPanel",5.8,NA,3.2,NA,2.6,NA,1.2,NA,9.6,NA,3.2,NA,1.6,NA,94,NA,12,NA,0.8,NA,0.2,NA,19,NA,29,NA,4,NA,815,NA,38,NA,141,NA,146,NA,4.4,NA,113,NA,33.2,NA,NA
86476,"precision_1","86476-precision_1-ChemPanel",6.3,NA,3.3,NA,3,NA,1.1,NA,10.4,NA,4.1,NA,1.7,NA,97,NA,30,NA,1.3,NA,0.3,NA,25,NA,20,NA,3,"<",600,NA,59,NA,236,NA,148,NA,4.5,NA,113,NA,32.9,NA,NA
86524,"precision_1","86524-precision_1-ChemPanel",6.9,NA,3.6,NA,3.3,NA,1.1,NA,10.4,NA,3.2,NA,2.1,NA,94,NA,14,NA,1.1,NA,0.2,NA,43,NA,55,NA,3,"<",442,NA,59,NA,252,NA,148,NA,4.3,NA,111,NA,34.4,NA,NA
86524,"precision_2","86524-precision_2-ChemPanel",7,NA,3.6,NA,3.4,NA,1.1,NA,10.6,NA,3.6,NA,1.7,NA,96,NA,19,NA,1.17,NA,0.2,NA,75,NA,37,NA,5,NA,509,NA,39,NA,241,NA,153,NA,4.2,NA,120,NA,36.4,NA,NA
