"dog_id","survey_year","mm_sc_date","mm_sc_stairs_used_previously","mm_sc_loc_y","mm_sc_stairs_used_description","mm_sc_stair_height_cm","mm_sc_stair_count","mm_sc_number_practice_trials","mc_sc_trial_1_outcome","mm_sc_trial_1_time_seconds","mm_sc_trial_1_problems","mm_sc_trial_2_outcome","mm_sc_trial_2_time_seconds","mm_sc_trial_2_problems","mm_sc_trial_3_outcome","mm_sc_trial_3_time_seconds","mm_sc_trial_3_problems","mm_sc_trials_motivation_treat","mm_sc_trials_motivation_toy","mm_sc_trials_motivation_verbal","mm_sc_trials_motivation_clapping","mm_sc_trials_motivation_none","mm_sc_trials_motivation_other","mm_sc_trials_motivation_other_description"
92634,"annual_2023","2023-05-26",1,0,"Inside my house, carpeted",18,11,1,1,"1.63",NA,1,"1.55",NA,1,"1.23",NA,1,0,1,0,0,0,NA
92638,"annual_2023","2023-05-22",1,0,"in my home with carpet on them",18.5,12,1,1,"1.40",NA,1,"1.70",NA,1,"1.38",NA,1,0,0,0,0,0,NA
92712,"annual_2023","2023-05-27",1,0,"inside of the house with carpet, he goes up every day",18,14,1,1,"1.72",NA,1,"1.92",NA,1,"1.86",NA,0,0,1,0,0,1,"favorite person at top of stairs, plus loves to go upstairs"
92733,"annual_2023","2023-05-29",0,NA,"inside my house covered with carpet",18,14,3,1,"1.87",NA,1,"1.88",NA,1,"1.36",NA,0,0,1,0,0,0,NA
92744,"annual_2023","2023-04-23",0,NA,"cement stairs leading to a school. They are steep.",18,20,1,1,"2.08",NA,1,"2.05",NA,1,"2.08",NA,1,0,0,0,0,0,NA
92838,"annual_2023","2023-04-30",1,0,"inside a state park visitor center' tile floor and steps",14,8,2,1,"1.35",NA,1,"1.36",NA,1,"1.08",NA,0,0,1,0,0,0,NA
92883,"annual_2023","2023-05-07",0,NA,"inside house, carpeted",18.5,9,3,1,"2.03",NA,1,"1.73",NA,1,"1.38",NA,0,1,0,0,0,0,NA
92939,"annual_2023","2023-04-29",1,0,"Inside the house",18,9,1,1,"1.28",NA,1,"1.75",NA,1,"1.28",NA,1,0,1,0,0,0,NA
92991,"annual_2023","2023-04-30",1,0,"carpet set of 8 stairs in our trilevel home.",17,8,4,1,"1.8",NA,1,"1.58",NA,1,"1.52",NA,1,0,1,0,0,0,NA
92993,"annual_2023","2023-04-19",1,0,"In my home, carpeted wood",20,13,1,1,"7.46",NA,1,"5.40",NA,1,"4.27",NA,1,0,0,0,0,0,NA
93043,"annual_2023","2023-05-15",1,0,"Inside my home",20.5,13,1,1,"2.20",NA,1,"1.85",NA,1,"1.83",NA,1,0,1,0,0,0,NA
93275,"annual_2023","2023-05-22",0,NA,"inside hardwood stairs",18,14,1,1,"2.98",NA,1,"2.45",NA,1,"1.99",NA,1,0,1,0,0,0,NA
93334,"annual_2023","2023-05-29",0,NA,"Stairs go from living room to bedroom, hardwood, 13 total",19,13,1,1,"3.31",NA,1,"3.98",NA,1,"3.51",NA,1,0,1,0,0,0,NA
93416,"annual_2022","2022-06-30",0,NA,"inside my house, carpet",19,13,2,1,"02.34",NA,1,"02.10",NA,1,"02.13",NA,1,0,0,0,0,0,NA
93528,"annual_2023","2023-04-24",1,0,"Outside park wood",23,8,1,1,"10.01",NA,1,"10.01",NA,1,"11.01",NA,0,0,1,0,0,0,NA
93538,"annual_2023","2023-05-29",0,NA,"Inside my house",19.5,13,3,1,"4.4",NA,1,"5.2",NA,1,"4.9",NA,1,0,1,0,0,0,NA
93591,"annual_2023","2023-05-12",1,0,"Inside my house - carpeted, from first to second floor",20.5,16,1,1,"1.75",NA,1,"2.25",NA,1,"2.09",NA,1,0,1,0,0,0,NA
93660,"annual_2023","2023-05-16",0,NA,"Stairs in guest room",19,16,1,1,"2.61",NA,1,"1.91",NA,1,"2.27",NA,1,0,1,0,0,0,NA
93686,"annual_2022","2022-07-25",0,NA,"Inside my house and carpeted.",19,9,4,1,"1.1",NA,1,"1.11",NA,1,"1.2",NA,0,1,1,0,0,0,NA
93710,"annual_2023","2023-05-30",0,NA,"Carpeted stairs to the basement of our house.",19,13,3,1,"1.30",NA,1,"1.73",NA,1,"1.40",NA,0,0,1,0,0,0,NA
93901,"annual_2023","2023-05-30",1,0,"Stairs inside my house.",18,7,2,1,".018",NA,1,".023",NA,1,".0155",NA,1,0,0,0,0,0,NA
93957,"annual_2023","2023-05-28",1,0,"inside my house and carpet at bottom with hardwood at top",17,14,3,1,"3.24",NA,1,"3.18",NA,1,"3.26",NA,1,0,0,0,0,0,NA
93993,"annual_2023","2023-05-23",0,NA,"inside my house, carpeted.",18,14,1,1,"3.83",NA,1,"2.18",NA,1,"2.11",NA,1,0,1,0,0,0,NA
94056,"annual_2023","2023-05-22",1,1,"We just moved to another house.  The stairs are almost identical to the stairs in our prior house (military housing) - but the landing is not carpeted in this house like it was in the prior house.",17,10,5,1,"1.35",NA,1,"1.80",NA,1,"1.23",NA,1,0,1,0,0,1,"Ran around the corner of the upper level of the house."
94135,"annual_2023","2023-05-20",1,1,"Inside concrete stairwell",18.5,16,3,1,"3.28",NA,1,"2.8",NA,1,"2.4",NA,0,0,1,0,0,0,NA
94185,"annual_2023","2023-05-11",0,NA,"carpeted, inside stairs",20.5,13,2,1,"10.0",NA,1,"5.0",NA,1,"5.11",NA,0,0,1,0,0,0,NA
94218,"annual_2023","2023-05-24",1,0,"inside the house, carpeted.",20,14,1,1,"2.48",NA,1,"1.51",NA,1,"1.56",NA,0,0,1,0,0,0,NA
94252,"annual_2022","2022-07-22",1,0,"In my building (fire escape), next to my apt.  Stairs are metal.",16.5,10,3,1,"2.6",NA,1,"2.69",NA,1,"2.52",NA,0,0,1,0,0,0,NA
94252,"annual_2023","2023-04-29",1,0,"fire stairwell, metal",16.5,10,3,1,"2.46",NA,1,"2.53",NA,1,"2.5",NA,0,0,1,0,0,0,NA
94259,"annual_2023","2023-05-29",0,NA,"inside my house, carpeted stairs",19,13,5,1,"2.66",NA,1,"2.72",NA,1,"2.34",NA,1,0,1,1,0,0,NA
94274,"annual_2023","2023-05-16",1,0,"main stairs in the house  carpet over wood",19,14,3,1,"5.38",NA,1,"4.73",NA,1,"4.80",NA,0,0,1,0,0,0,NA
94313,"annual_2023","2023-05-23",0,NA,"Inside between basement and kitchen area, carpeted",19,10,1,1,"2.52",NA,1,"2.41",NA,0,NA,"not needed",0,0,0,0,0,1,"dry dog food"
94379,"annual_2023","2023-05-23",0,NA,"Inside the house from basement to main floor. They are wood with a carpet runner on top.",19,13,2,1,"1.50",NA,1,"1.45",NA,1,"1.60",NA,1,0,0,0,0,0,NA
94492,"annual_2023","2023-06-01",0,NA,"carpeted Basement stairs",19,13,1,1,"2.38",NA,1,"1.98",NA,1,"1.78",NA,0,0,1,0,0,0,NA
94498,"annual_2023","2023-04-26",0,NA,"Stairwell at the end of the corridor in my apartment building, rubbery treats with a non slip surface including crosshatches",19,8,1,1,"1.55",NA,1,"1.71",NA,1,"1.35",NA,0,0,0,0,0,1,"handler at the bottom, owner at the top calling the dog"
94499,"annual_2023","2023-05-04",0,NA,"Inside my house",20,15,3,1,"1.90",NA,1,"2.23",NA,1,"1.73",NA,1,0,1,0,0,0,NA
94513,"annual_2023","2023-05-20",0,NA,"wood basement stairs in my house",19,14,2,1,"1.83",NA,1,"1.85",NA,1,"1.83",NA,1,0,1,0,0,0,NA
94519,"annual_2023","2023-05-29",0,NA,"inside my house",18,15,2,1,"2.08",NA,1,"2.10",NA,1,"2.13",NA,1,0,1,0,0,0,NA
94533,"annual_2022","2022-07-05",1,0,"Outside stairs from deck to backyard made of wood.",19,11,1,1,"1.21",NA,1,".88",NA,1,".89",NA,1,0,0,0,0,0,NA
94545,"annual_2023","2023-05-27",0,NA,"In my house",19.5,11,3,1,"1.88",NA,1,"3.82",NA,1,"1.85",NA,1,0,0,0,0,0,NA
94759,"annual_2023","2023-05-30",0,NA,"Brick staircase to front door of house with 8 steps",18.5,8,3,1,"1.24",NA,1,"1.16",NA,1,"1.10",NA,1,0,1,0,0,0,NA
94868,"annual_2023","2023-05-13",1,0,"Inside house",8,13,1,1,"2.1",NA,1,"2.20",NA,1,"1.7",NA,1,0,1,0,0,0,NA
94898,"annual_2022","2022-07-15",1,0,"basement stairs",20.5,13,3,1,"2.33",NA,1,"2.16",NA,1,"2.21",NA,1,0,1,0,0,0,NA
94898,"annual_2023","2023-04-21",1,0,"inside my house",20.5,13,2,1,"4.98",NA,1,"2.38",NA,1,"2.5",NA,1,0,0,0,0,0,NA
95207,"annual_2023","2023-04-30",1,0,"inside house  carpet",18,16,1,1,"2.55",NA,1,"2.56",NA,1,"2.60",NA,1,0,0,0,0,0,NA
95290,"annual_2023","2023-05-31",1,0,"At my place of work. Stairs are outdoors and made of concrete.",16.5,14,2,1,"1.70",NA,1,"1.95",NA,1,"1.63",NA,1,0,1,0,0,0,NA
95322,"annual_2022","2022-07-20",0,NA,"Stairs to 2nd floor inside my house. Hardwood footing.",19.5,10,3,1,"2.54",NA,1,"2.85",NA,1,"3.01",NA,1,0,0,0,0,0,NA
95330,"annual_2023","2023-05-29",1,0,"Inside my house. Carpet.",21,11,3,1,"2.35",NA,1,"1.69",NA,1,"1.63",NA,1,0,1,0,0,0,NA
95333,"annual_2023","2023-04-23",1,0,"inside house",20.5,13,3,1,"30",NA,1,"28",NA,1,"35",NA,0,0,1,0,0,0,NA
95436,"annual_2023","2023-05-21",0,NA,"inside stair with carpet",19,12,1,1,"2.54",NA,1,"2.86",NA,1,"3.11",NA,1,0,1,0,0,0,NA
95459,"annual_2023","2023-04-24",0,NA,"Backyard",15,12,3,1,"4.96",NA,1,"4.96",NA,1,"4.25",NA,1,0,0,0,0,0,NA
95484,"annual_2023","2023-05-01",0,NA,"Inside house",20,14,3,1,"1.70",NA,1,"1.83",NA,1,"1.75",NA,1,0,1,0,0,0,NA
95707,"annual_2023","2023-05-30",0,NA,"Inside House. Carpet.",19.5,10,2,1,"1.69",NA,1,"2.14",NA,1,"1.81",NA,1,0,1,0,0,0,NA
95714,"annual_2023","2023-06-04",0,NA,"Inside my house, carpeted, from the landing to the top of the stairs",17,10,2,1,"1.26",NA,1,"2.05",NA,1,"1.50",NA,1,0,1,0,0,0,NA
95768,"annual_2023","2023-05-05",0,NA,"Inside my house, carpet",19.5,8,1,1,"2.65",NA,1,"2.31",NA,1,"2.91",NA,1,0,1,0,0,0,NA
95796,"annual_2023","2023-05-27",0,NA,"inside my house. The stairs are carpeted.",8,15,1,1,"2.56",NA,1,"1.9",NA,1,"2.65",NA,1,0,0,0,0,0,NA
95810,"annual_2022","2022-07-15",1,0,"Inside house, from kitchen to basement. wood steps with carpet treads - 12 steps",20.5,12,1,0,NA,"Has zero interest in running up the stairs",0,NA,"Zero interest in completing the activity",0,NA,"too smart... knows we're testing him, will not even attempt.",1,0,1,1,0,0,NA
95891,"annual_2023","2023-05-31",1,0,"inside my training facility; wood stairs",18,21,3,1,"1.73",NA,1,"1.67",NA,1,"1.66",NA,0,1,0,0,0,0,NA
95897,"annual_2022","2022-07-17",0,NA,"Wood in my parents' house.  Polly visits here regularly, but we do not have stairs in our own house.",17.5,10,3,1,"2.77",NA,1,"3.41",NA,1,"3.08",NA,1,0,0,0,0,0,NA
95926,"annual_2023","2023-05-29",0,NA,"Concrete paver stairs to upper garden in back yard.",7.5,8,4,1,"2.25",NA,1,"1.68",NA,1,"1.59",NA,0,1,0,0,0,0,NA
96158,"annual_2023","2023-06-04",1,0,"Indoor carpeted stairs leading to my condo.",8.5,7,1,1,"0.82",NA,1,"0.82",NA,1,"0.82",NA,0,0,1,0,0,0,NA
96175,"annual_2023","2023-05-29",1,0,"concrete steps at Kamiak elementary school",20.5,9,1,1,"1.97",NA,1,"1.58",NA,1,"2.11",NA,1,0,1,1,0,0,NA
96214,"annual_2023","2023-05-29",0,NA,"Inside my house. Wood .",20,12,1,1,"3.02",NA,1,"4.06",NA,1,"3.86",NA,0,0,0,0,1,0,NA
96215,"annual_2023","2023-05-31",0,NA,"Brick stairs in my backyard.",17,10,3,1,"1.73",NA,1,"1.61",NA,1,"1.70",NA,1,0,1,0,0,0,NA
96234,"annual_2023","2023-05-10",0,NA,"Inside my house with carpet flooring",20,15,2,1,"4.29",NA,1,"4.10",NA,1,"4.44",NA,0,0,0,0,1,0,NA
96243,"annual_2022","2022-07-24",1,0,"inside the house, carpeted",19,9,3,1,"1.73",NA,1,"1.48",NA,1,"1.44",NA,1,0,0,0,0,0,NA
96351,"annual_2023","2023-05-30",1,0,"Inside my house going to the upstairs bedroom, covered with carpet",8.5,10,1,1,"1.68",NA,1,"1.68",NA,1,"1.62",NA,1,0,1,0,0,0,NA
96518,"annual_2023","2023-04-28",1,0,"Park near our house, concrete",14,8,2,1,"2.23",NA,1,"2.40",NA,1,"2.46",NA,0,1,1,0,0,0,NA
96524,"annual_2022","2022-07-11",1,0,"inside my home, the stairs are wood, dogs use these stairs multiple times a day to enter our yard.",19,8,3,1,"1.90",NA,1,"1.83",NA,1,"1.81",NA,1,0,1,1,0,0,NA
96524,"annual_2023","2023-05-09",1,0,"Inside my house, wood.",19,8,3,1,"1.41",NA,1,"0.95",NA,1,"1.39",NA,1,0,0,0,0,0,NA
96586,"annual_2023","2023-04-26",0,NA,"The stairs are wood and inside my house.",19,13,3,1,"3.96",NA,1,"3.76",NA,1,"3.68",NA,1,0,0,0,0,0,NA
96642,"annual_2023","2023-05-20",0,NA,"inside house, carpeted over wood",19,12,1,1,"0.05",NA,1,"0.02",NA,1,"0.04",NA,1,0,0,0,0,0,NA
96677,"annual_2023","2023-04-23",1,0,"Indoor stairs carpeted",19,15,3,1,".04",NA,1,".03",NA,1,".03",NA,1,0,1,0,0,0,NA
96682,"annual_2023","2023-05-28",1,0,"Stairs are inside my house from the main floor to the basement. Flooring is wood.",19,10,3,1,"1.53",NA,1,"1.49",NA,1,"1.56",NA,1,0,1,0,0,0,NA
96697,"annual_2023","2023-06-04",0,NA,"Inside my house, to third level. Carpeted.",19,9,2,1,".91",NA,1,".65",NA,1,".86",NA,0,1,0,0,0,0,NA
96711,"annual_2023","2023-05-31",0,NA,"Main stairway in the home, low pile carpet on stairs and upper landing.",20.5,13,2,1,"01.98",NA,1,"01.78",NA,1,"01.81",NA,1,0,1,0,0,0,NA
96724,"annual_2022","2022-07-14",1,0,"Located in the foyer and carpeted",19,11,4,1,"1.58",NA,1,"0.95",NA,1,"1.35",NA,1,0,0,0,0,0,NA
96850,"annual_2023","2023-05-04",1,0,"4 wood, 7 carpet, 1 vinyl",19,12,1,1,"6.00",NA,1,"5.00",NA,1,"7.00",NA,0,0,1,0,0,0,NA
96903,"annual_2022","2022-07-16",0,NA,"Inside my house with carpet",18,13,3,1,"2.40",NA,1,"2.74",NA,1,"3.24",NA,1,0,0,0,0,0,NA
96903,"annual_2023","2023-05-10",1,0,"Inside my house",17.5,13,3,1,"3.80",NA,1,"3.69",NA,1,"3.23",NA,1,0,0,0,0,0,NA
96936,"annual_2023","2023-05-31",0,NA,"Front hall stairs with carpet runners.",19,14,1,1,"2.35",NA,1,"2.25",NA,1,"2.22",NA,1,0,1,0,0,0,NA
96967,"annual_2023","2023-05-28",0,NA,"In my house. Wood flooring",18,10,1,1,"2.47",NA,1,"1.42",NA,1,"1.57",NA,1,0,0,0,0,0,NA
97118,"annual_2023","2023-04-23",0,NA,"location at college where I work, concrete steps",18,11,3,1,"3.09",NA,1,"2.04",NA,1,"2.00",NA,1,0,1,0,0,0,NA
97122,"annual_2023","2023-05-05",1,0,"Wood stairs from lower deck to backyard.",20.5,8,3,1,"1.20",NA,1,"1.15",NA,1,"1.12",NA,0,0,1,0,0,0,NA
97161,"annual_2023","2023-05-18",0,NA,"Inside of house, carpeted stairs",19,11,1,1,"2.13",NA,1,"1.59",NA,1,"1.87",NA,1,0,0,0,0,0,NA
97190,"annual_2023","2023-05-27",0,NA,"the stairs are in my house to the upper level.  THey are wood with traction mats.",21,12,1,1,"3.7",NA,1,"3.8",NA,1,"3.6",NA,1,0,0,0,0,0,NA
97202,"annual_2023","2023-04-23",0,NA,"runs between living room and upstairs; smooth carpet",9,14,3,1,"14.53",NA,1,"14.56",NA,1,"14.54",NA,1,0,1,0,0,0,NA
97377,"annual_2023","2023-05-28",0,NA,"Stairs to 2nd floor apartment, concrete",15.5,16,3,1,"3.78",NA,1,"3.03",NA,1,"3.64",NA,1,0,1,0,0,0,NA
97445,"annual_2023","2023-05-28",0,NA,"outside my house, wood",16,8,2,1,"1.52",NA,1,"1.26",NA,1,"1.14",NA,1,0,1,0,0,0,NA
97447,"annual_2023","2023-05-13",0,NA,"In my yard non slip treads",17.5,15,1,1,"2.10",NA,1,"1.77",NA,1,"1.99",NA,1,0,0,0,0,0,NA
97533,"annual_2022","2022-07-24",0,NA,"Staircase landing to 2nd floor",18,10,2,1,"1.36",NA,1,"1.40",NA,1,"1.7",NA,1,0,1,0,0,0,NA
97533,"annual_2023","2023-05-07",1,0,"Landing to second floor",18,10,1,1,"2.45",NA,1,"2.45",NA,1,"1.88",NA,1,0,1,0,0,0,NA
97542,"annual_2022","2022-07-06",0,NA,"inside house, carpeted",20.5,12,1,1,"1.86",NA,1,"1.83",NA,1,"1.43",NA,1,0,0,0,0,0,NA
97542,"annual_2023","2023-04-26",1,0,"indoor stairs between main an upper level of home, carpeted.  initial landing hard wood",14.5,13,2,1,"1.44",NA,1,"1.64",NA,1,"1.36",NA,1,0,1,0,0,0,NA
97756,"annual_2022","2022-07-24",1,0,"Carpeted stairs that go down/up to our basement",18.5,13,3,1,"2.45",NA,1,"2.43",NA,1,"2.46",NA,1,0,1,0,0,0,NA
97798,"annual_2023","2023-04-29",1,0,"to second floor",19,13,2,1,"8.05",NA,1,"8.34",NA,0,NA,"at her age, twice is all she can do in a short period of time",1,0,0,0,0,0,NA
97916,"annual_2023","2023-05-09",1,0,"inside of home, wood stairs with carpet pads on them",20.5,10,2,1,"3.97",NA,1,"4.53",NA,1,"4.54",NA,1,0,1,0,0,0,NA
97963,"annual_2023","2023-05-16",1,0,"Inside my house with carpeted steps.",19.5,13,2,1,"2.21",NA,1,"2.00",NA,1,"2.35",NA,1,0,1,0,0,1,"Petting"
98121,"annual_2022","2022-06-26",1,0,"Inside house, carpet",19,18,2,1,"2.99",NA,1,"2.96",NA,1,"3.14",NA,1,0,1,0,0,0,NA
98172,"annual_2023","2023-06-04",1,0,"Stairs are located in our house and are carpeted.",16,8,2,1,"1.43",NA,1,"1.42",NA,1,"1.44",NA,1,0,1,0,0,0,NA
98191,"annual_2023","2023-05-26",1,1,"in my house, hardwood floors",20.5,13,3,1,"2.05",NA,1,"1.81",NA,1,"1.80",NA,1,0,1,0,0,0,NA
98260,"annual_2023","2023-05-21",1,0,"inside my house",18,8,3,1,"3.29",NA,1,"3.05",NA,1,"2.51",NA,1,0,0,0,0,0,NA
98263,"annual_2022","2022-07-09",1,0,"deck stairs with nonstick coating",19,14,1,1,"2.37",NA,1,"2.75",NA,0,NA,"She got wise to the game and decided to go back down at the half way mark. Good dog!",0,0,1,0,0,0,NA
98388,"annual_2023","2023-05-29",0,NA,"wood",16.5,17,3,1,"2.97",NA,1,"3.1",NA,1,"3.2",NA,1,0,1,0,0,0,NA
98439,"annual_2023","2023-05-13",0,NA,"Inside my house. They are hardwood.",18,13,2,1,"3.21",NA,1,"2.45",NA,1,"3.09",NA,1,0,0,0,0,0,NA
98517,"annual_2023","2023-05-29",1,0,"Inside my hous",20,14,2,1,"1.98",NA,1,"1.99",NA,1,"1.93",NA,1,0,1,0,0,0,NA
98707,"annual_2023","2023-05-03",1,0,"Inside our house",21,8,3,1,"1.18",NA,1,"0.93",NA,1,"1.16",NA,1,0,0,0,0,0,NA
98761,"annual_2023","2023-04-30",1,0,"In my house",18,14,3,1,"1.95",NA,1,"1.79",NA,1,"1.79",NA,1,0,1,0,0,0,NA
98882,"annual_2023","2023-05-07",0,NA,"inside my house",18,14,2,1,"1.61",NA,1,"1.32",NA,1,"1.83",NA,0,0,1,0,0,0,NA
98983,"annual_2023","2023-05-29",1,0,"in my house, wooden",20,12,2,1,"3.29",NA,1,"2.26",NA,1,"1.95",NA,1,0,1,0,0,0,NA
99057,"annual_2023","2023-05-13",1,0,"Inside my house",18.5,13,5,1,"2.77",NA,1,"2.44",NA,1,"2.17",NA,0,0,1,0,0,0,NA
99070,"annual_2022","2022-07-16",0,NA,"wood stairs inside my house",19.5,14,1,1,"3.15",NA,1,"2.4",NA,1,"3.15",NA,1,0,0,0,0,0,NA
99155,"annual_2023","2023-05-15",1,0,"Inside my house; wooden stairs",19.5,9,3,1,"6.22",NA,1,"3.68",NA,1,"3.82",NA,1,0,0,0,0,0,NA
99328,"annual_2022","2022-07-03",1,0,"Inside house, first to second floor",19.5,10,3,1,"4.50",NA,1,"4.13",NA,1,"3.13",NA,0,0,1,0,0,0,NA
99328,"annual_2023","2023-05-08",1,0,"inside house, wood stairs wtih carpet tread",19,11,1,1,"2.10",NA,1,"1.53",NA,1,"1.68",NA,1,0,0,0,0,0,NA
99375,"annual_2023","2023-05-10",0,NA,"Inside house going from living room to upstairs bedrooms.  Stairs are carpeted.",17,14,1,1,"3.48",NA,1,"3.67",NA,1,"3.39",NA,1,0,1,0,0,0,NA
99382,"annual_2023","2023-05-21",0,NA,"In neighbors yard on their deck",19,8,3,1,"2.35",NA,1,"2.29",NA,1,"2.03",NA,1,0,0,0,0,0,NA
99523,"annual_2022","2022-07-11",1,0,"This set of stairs is in a two-level outdoor parking lot. The bottom and top steps both have a concrete curb at their edges, and the stair bodies themselves are made of wood.",16.5,9,2,1,"2.75",NA,1,"2.47",NA,1,"2.35",NA,1,0,1,0,0,0,NA
99523,"annual_2023","2023-04-27",1,0,"It is outside in a parking lot. The bottom and top stairs are concrete and the middle are wood.",16.5,9,3,1,"1.67",NA,1,"1.50",NA,1,"1.32",NA,0,0,1,0,0,1,"patted the top stair"
99538,"annual_2023","2023-05-07",1,0,"wooden stairs with traction treads inside",19,10,1,1,"1.66",NA,1,"2.32",NA,1,"1.91",NA,1,0,0,0,0,0,NA
99565,"annual_2022","2022-07-24",1,1,"from the den to the basement inside home",19,11,1,1,"2.13",NA,1,"1.79",NA,1,"2.11",NA,1,0,0,0,0,0,NA
99570,"annual_2023","2023-04-16",1,0,"inside house",18.5,9,3,1,"2.55",NA,1,"2.16",NA,1,"1.61",NA,1,0,0,0,0,0,NA
99699,"annual_2023","2023-05-30",0,NA,"In 2nd home. Carpeted. Rise is higher than typical steps.",25,10,3,1,"6.1",NA,1,"6.00",NA,1,"6.8",NA,1,0,0,0,0,0,NA
99808,"annual_2023","2023-05-21",0,NA,"Carpeted stairs from the main level of our house to the top level.",20,13,3,1,"6.18",NA,1,"4.38",NA,1,"3.51",NA,1,0,1,0,0,0,NA
99818,"annual_2023","2023-04-27",1,0,"In house, carpeted - main floor to upstairs",16.5,12,1,1,"0.07",NA,1,"0.03",NA,1,"0.04",NA,1,0,1,0,0,0,NA
99822,"annual_2023","2023-06-07",0,NA,"Inside my house wood floor",18,12,5,1,"1.59",NA,1,"1.71",NA,1,"1.79",NA,1,0,1,0,0,0,NA
99844,"annual_2023","2023-05-21",0,NA,"Inside house. Wood",18,13,3,1,"3.97",NA,1,"4.00",NA,1,"3.69",NA,1,0,1,0,0,0,NA
99878,"annual_2023","2023-05-01",0,NA,"Indoor, carpet covered, 8 consecutive steps",20.5,8,1,1,"1.34",NA,1,"1.27",NA,1,"1.46",NA,1,0,0,0,0,0,NA
99965,"annual_2023","2023-06-04",1,0,"inside house at basement stairs.  Wood stairs with carpet pads in center",17.5,10,2,1,"2.37",NA,1,"2.42",NA,1,"2.20",NA,1,0,1,0,0,0,NA
99970,"annual_2023","2023-05-13",1,0,"Inside of my house carpeted",190,15,1,1,"6.51",NA,1,"8.46",NA,1,"5.38",NA,1,0,1,0,0,0,NA
100030,"annual_2023","2023-04-24",1,0,"Inside my house from the basement to the first floor.  Wood floor.",19.5,12,3,1,"2.15",NA,1,"1.95",NA,1,"2.07",NA,0,0,1,0,0,0,NA
100044,"annual_2023","2023-04-22",1,0,"Carpeted stairs in my house",18,11,2,1,".034",NA,1,".03",NA,1,".031",NA,0,0,1,0,0,0,NA
100134,"annual_2023","2023-05-25",0,NA,"Back stairs",19,9,3,1,".76",NA,1,".70",NA,1,".66",NA,1,0,1,0,0,0,NA
100141,"annual_2023","2023-05-16",0,NA,"In garage; wood",19,15,5,1,"2.88",NA,1,"2.73",NA,1,"3.34",NA,1,0,1,0,0,0,NA
100188,"annual_2023","2023-05-31",0,NA,"Stairs leading down to the lawn from our deck. Lucy uses them many times a day to go outside to pee/poop.",18,8,2,1,"2.45",NA,1,"2.26",NA,1,"2.11",NA,1,0,1,0,0,0,NA
100240,"annual_2023","2023-05-29",1,0,"Inside a commercial building after hours.  One one else round.  Stairs has carpeting.",18.5,10,4,1,"2.31",NA,1,"2.58",NA,1,"2.35",NA,1,0,1,0,0,0,NA
100251,"annual_2023","2023-04-23",1,0,"wood",18,11,1,1,"1.85",NA,1,"1.63",NA,1,"1.84",NA,0,0,1,0,0,0,NA
100262,"annual_2022","2022-06-30",1,0,"Inside our house",19.5,13,1,1,"1.75",NA,1,"1.70",NA,1,"1.99",NA,1,0,1,0,0,0,NA
100369,"annual_2022","2022-07-10",0,NA,"Inside the house; connecting the basement to the first floor.  The 11 steps are carpeted with the top landing being tile.",19.5,12,3,1,"2.68",NA,1,"2.01",NA,1,"1.78",NA,1,0,1,0,0,0,NA
100369,"annual_2023","2023-05-06",1,0,"Stairs inside our house leading to the basement.",19.5,12,2,1,"1.43",NA,1,"1.43",NA,1,"2.03",NA,0,0,0,0,0,1,"Cheese"
100386,"annual_2023","2023-05-30",0,NA,"outdoor deck stairs, wood",17,18,3,1,"01.63",NA,1,"01.41",NA,1,"02.08",NA,0,0,0,0,1,0,NA
100400,"annual_2023","2023-05-23",0,NA,"Inside our house, wood with slip-proof rug on top landing.",19,9,3,1,"1.84",NA,1,"1.62",NA,1,"1.67",NA,1,0,0,0,0,0,NA
100436,"annual_2023","2023-05-30",1,0,"Inside house, wood with carpet runners on each step",18.5,8,3,1,"1.06",NA,1,"1.39",NA,1,"1.14",NA,1,0,0,0,0,0,NA
100496,"annual_2023","2023-05-31",1,1,"Inside my house with carpet",19,9,2,1,"2.01",NA,1,"1.78",NA,1,"1.69",NA,1,0,0,0,0,0,NA
100506,"annual_2022","2022-07-24",1,0,"Stairs are inside my home and they are wood footing.",19.5,8,3,1,"2.93",NA,1,"2.56",NA,1,"2.10",NA,1,0,1,0,0,0,NA
100506,"annual_2023","2023-05-18",1,0,"Inside my house, wood footing",20,8,5,1,"1.50",NA,1,"1.7",NA,1,"2.20",NA,0,0,0,1,0,0,NA
100562,"annual_2023","2023-05-31",0,NA,"In my house, wood footing",20.5,14,2,1,"2.66",NA,1,"2.74",NA,1,"3.14",NA,1,0,1,0,0,0,NA
100703,"annual_2022","2022-08-02",1,0,"Inside house - wood",16,12,1,1,"4.18",NA,1,"3.20",NA,1,"3.48",NA,1,0,0,0,0,0,NA
100703,"annual_2023","2023-05-10",1,0,"Inside house",10.5,13,1,1,"4.19",NA,1,"3.13",NA,1,"3.39",NA,1,0,1,0,0,0,NA
100796,"annual_2023","2023-05-07",1,0,"inside my house, carpeted",19,13,1,1,"1.51",NA,1,"1.19",NA,1,"1.60",NA,1,0,0,0,0,0,NA
100830,"annual_2023","2023-05-31",1,0,"inside house, bare wood steps",19,14,3,1,"2.46",NA,1,"3.0",NA,1,"2.31",NA,1,0,1,0,0,0,NA
101053,"annual_2022","2022-06-19",1,0,"Wood stairs with runners, from main floor to upstairs at elm grove",20,12,1,1,"1.87",NA,1,"1.66",NA,1,"1.64",NA,0,0,1,0,0,0,NA
