"dog_id","Sample_Year","DAP_Sample_ID","krt_urine_col_meth","krt_urine_volume","krt_urine_transparency","krt_urine_sg","krt_urine_glucose","krt_urine_bilirubin","krt_urine_ketones","krt_urine_blood_hbg","krt_urine_ph","krt_urine_protien","krt_urine_wbc_hpf","krt_urine_rbc_hpf","krt_urine_squamous_hpf","krt_urine_urothelial_hpf","krt_urine_casts","krt_urine_casts_2","krt_urine_casts_3","krt_urine_casts_lpf","krt_urine_casts_lpf_2","krt_urine_casts_lpf_3","krt_urine_crystals","krt_urine_crystals_2","krt_urine_crystals_3","krt_urine_crystals_hpf","krt_urine_crystals_hpf_2","krt_urine_crystals_hpf_3","krt_urine_amorph_debris_hpf","krt_urine_bacteria","krt_urine_fat_hpf","krt_urine_color","krt_urine_test_comments"
60290,"precision_1","60290-precision_1-Urine","Free Catch","1-3 mL","Clear","1.004","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Pale Straw",NA
60290,"precision_2","60290-precision_2-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.004","Negative","Negative","Negative","Negative",8,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Few","Pale Straw","Specific gravity confirmed by repeat analysis."
60460,"precision_1","60460-precision_1-Urine","Free Catch",">3 mL","Clear","1.037","Negative","Negative","Negative","Negative",6,"Negative","6-10","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
60460,"precision_2","60460-precision_2-Urine","Unknown",">3 mL","Hazy","1.041","Negative","Negative","Negative","Negative",6,"Trace","3-6","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
60594,"precision_1","60594-precision_1-Urine","Catheter",">3 mL","Slightly Hazy","1.054","Negative","Negative","Negative","Negative",7,"1+","6-10","None Observed","0-3","None Observed","Hyaline",NA,NA,"Rare",NA,NA,"Struvite",NA,NA,"Rare",NA,NA,NA,"None Observed","None Observed","Dark Straw","Few sperm seen."
60674,"precision_1","60674-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.024","Negative","Negative","Negative","3+",6.5,"Trace","orig 20-40 harm 20-40","orig 5-10 harm 6-10","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Moderate",NA,NA,NA,NA,"None Observed","Straw",NA
60674,"precision_2","60674-precision_2-Urine","Free Catch",">3 mL","Hazy","1.027","Negative","Negative","Negative","Negative",6.5,"Trace","10-20","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,"Rod Shaped Bacteria","None Observed","Straw","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
60717,"precision_1","60717-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.060","Negative","Negative","Negative","Negative",6.5,"Trace","Rare","None Observed","Rare","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Dark Straw",NA
60717,"precision_2","60717-precision_2-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.047","Negative","1+","Negative","Negative",7.5,"1+","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
60717,"precision_3","60717-precision_3-Urine","Free Catch","1-3 mL","Flocculent","1.045","Negative","Negative","Negative","Trace",8,"2+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals (with storage). The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
60752,"precision_1","60752-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.021","Negative","Negative","Negative","Trace",6.5,"Negative","0-3","Too Numerous to Count","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw","Blood dipstick result verified"
60752,"precision_2","60752-precision_2-Urine","Cystocentesis",">3 mL","Cloudy","1.018","Negative","Negative","Negative","2+",6,"Negative","0-3","10-20","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Pale Straw",NA
60812,"precision_1","60812-precision_1-Urine","Unknown",">3 mL","Slightly Hazy","1.020","Negative","Negative","Negative","Negative",6,"Trace","0-3","None Observed","None Observed","None Observed","Hyaline",NA,NA,"Rare",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Yellow",NA
60971,"precision_1","60971-precision_1-Urine","Free Catch",">3 mL","Clear","1.047","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Straw",NA
61101,"precision_1","61101-precision_1-Urine","Catheter",">3 mL","Cloudy","1.053","Negative","2+","Negative","Negative",7,"Trace","3-6","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow","Icto positive"
61101,"precision_2","61101-precision_2-Urine","Catheter",">3 mL","Cloudy","1.037","Negative","1+","Negative","Negative",8,"1+","3-6","0-3","3-6","3-6","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
61524,"precision_1","61524-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.036","Negative","Negative","Negative","Negative",8.5,"2+","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Rare",NA,NA,NA,NA,"Few","Yellow",NA
61524,"precision_2","61524-precision_2-Urine","Free Catch","1-3 mL","Slightly Hazy","1.047","Negative","Negative","Negative","Negative",8.5,"2+","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"None Observed","Dark Yellow",NA
61643,"precision_1","61643-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.043","Negative","Negative","Negative","Negative",6,"Trace","0-3","None Observed","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Dark Yellow",NA
61643,"precision_2","61643-precision_2-Urine","Cystocentesis","1-3 mL","Flocculent","1.041","Negative","Negative","Negative","Negative",7.5,"1+","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite","Calcium Oxalate Dihydrate",NA,"Few","Rare",NA,NA,NA,"Many","Straw",NA
61738,"precision_1","61738-precision_1-Urine","Unknown","1-3 mL","Flocculent","1.050","Negative","1+","Negative","Negative",7.5,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Degenerating","Struvite",NA,"Few","Rare",NA,NA,"None Observed","Many","Yellow",NA
61738,"precision_2","61738-precision_2-Urine","Cystocentesis","1-3 mL","Clear","1.044","Negative","1+","Negative","Negative",8,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Rare","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
61916,"precision_1","61916-precision_1-Urine","Free Catch",">3 mL","Cloudy","1.046","Negative","1+","Negative","Negative",6,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow","Checked by KP"
61919,"precision_1","61919-precision_1-Urine","Catheter",">3 mL","Hazy","1.050","Negative","2+","Negative","Negative",8,"1+","0-3","0-3","None Observed","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw","icto positive"
61945,"precision_1","61945-precision_1-Urine","Free Catch",">3 mL","Cloudy","1.031","Negative","Negative","Negative","Negative",7.5,"Trace","Too Numerous to Count","None Observed","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Degenerating",NA,NA,"Rare",NA,NA,NA,"Rod Shaped Bacteria","Moderate","Yellow",NA
62093,"precision_1","62093-precision_1-Urine","Free Catch","1-3 mL","Flocculent","1.043","Negative","Negative","Negative","Negative",8,"Trace","orig 0-5 harm 0-3","Rare","orig Few harm 0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,"None Observed","None Observed","Dark Yellow","Checked by EJ "
62093,"precision_2","62093-precision_2-Urine","Cystocentesis","1-3 mL","Flocculent","1.045","Negative","1+","Negative","3+",8,"2+","Too Numerous to Count","Too Numerous to Count","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"Few","Yellow","There is evidence of a urinary tract infection (pyuria +/- bacteria). The struvite crystalluria in this case is likely secondary to the urinary tract infection. "
62093,"precision_3","62093-precision_3-Urine","Unknown",">3 mL","Flocculent","1.040","Negative","Negative","Negative","Negative",8.5,"2+","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"Moderate","Yellow",NA
62153,"precision_1","62153-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.45","Negative","Negative","Negative","Negative",6.5,"Trace","Rare","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Straw",NA
62360,"precision_1","62360-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.028","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
62457,"precision_1","62457-precision_1-Urine","Free Catch",">3 mL","Hazy","1.038","Negative","1+","Negative","Negative",6.5,"Trace","None Observed","0-3","0-3","None Observed","Granular",NA,NA,"Rare",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
62629,"precision_1","62629-precision_1-Urine","Unknown",">3 mL","Clear","1.031","Negative","Negative","Negative","Negative",7,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,NA,"Few","Yellow","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
62629,"precision_2","62629-precision_2-Urine","Free Catch","1-3 mL","Slightly Hazy","1.033","Negative","Negative","Negative","Negative",8,"Trace","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Degenerating",NA,NA,"Rare",NA,NA,NA,NA,"Many","Dark Yellow","Top checked by KS"
62677,"precision_1","62677-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.049","Negative","Negative","Negative","Negative",7.5,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite","Degenerating",NA,"Moderate","Moderate",NA,NA,"None Observed","None Observed","Gold","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
62677,"precision_2","62677-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.058","Negative","1+","Negative","Negative",6.5,"Trace","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"None Observed","Dark Straw",NA
62907,"precision_1","62907-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.009","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Pale Straw",NA
62920,"precision_1","62920-precision_1-Urine","Free Catch",">3 mL","Clear","1.017","Negative","Negative","Negative","Negative",7,"Trace","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Yellow",NA
63025,"precision_1","63025-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.050","Negative","1+","Negative","Negative",6,"Trace","None Observed","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Dark Straw","Read with MC"
63025,"precision_2","63025-precision_2-Urine","Free Catch","1-3 mL","Clear","1.048","Negative","1+","Negative","Negative",6,"Trace","6-10","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
63034,"precision_1","63034-precision_1-Urine","Cystocentesis",">3 mL","Clear","1.009","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Pale Straw",NA
63034,"precision_2","63034-precision_2-Urine","Free Catch",">3 mL","Clear","1.015","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","0-3","None Observed","Hyaline",NA,NA,"Moderate",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
63055,"precision_1","63055-precision_1-Urine","Unknown",">3 mL","Clear","1.025","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
63076,"precision_1","63076-precision_1-Urine","Free Catch",">3 mL","Slightly Cloudy","1.031","Negative","Negative","Negative","Negative",7,"1+","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Mixed Population","Many","Straw",NA
63091,"precision_1","63091-precision_1-Urine","Free Catch",">3 mL","Clear","1.011","Negative","Negative","Negative","Negative",7,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
63091,"precision_2","63091-precision_2-Urine","Free Catch","1-3 mL","Flocculent","1.017","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Yellow","A large amount of debris was floating in this sample. Looks like little black dots (dirt?)."
63141,"precision_1","63141-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.055","Negative","1+","Negative","Negative",6.5,"1+","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Dark Straw",NA
63141,"precision_2","63141-precision_2-Urine","Free Catch","1-3 mL","Flocculent","1.054","Negative","1+","Negative","Negative",6.5,"1+","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"Many","Dark Yellow",NA
63317,"precision_1","63317-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.040","Negative","1+","Negative","Negative",6,"1+","0-3","None Observed","6-10","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
63317,"precision_2","63317-precision_2-Urine","Free Catch","1-3 mL","Clear","1.033","Negative","Negative","Negative","Negative",7,"1+","6-10","None Observed","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Few","Yellow","KB/EJ partial UA training"
63524,"precision_1","63524-precision_1-Urine","Free Catch",">3 mL","Hazy","1.014","Negative","Negative","Negative","Negative",7,"Negative","10-20","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Moderate",NA,NA,NA,NA,"Few","Pale Straw","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
